"Purchase"	"WeekofPurchase"	"StoreID"	"PriceCH"	"PriceMM"	"DiscCH"	"DiscMM"	"SpecialCH"	"SpecialMM"	"LoyalCH"	"SalePriceMM"	"SalePriceCH"	"PriceDiff"	"Store7"	"PctDiscMM"	"PctDiscCH"	"ListPriceDiff"	"STORE"	"logpurch"
"CH"	277	3	1	2.09	0.2	0.4	0	0	0.5328	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	3	5.62401750618734
"CH"	262	4	1	2.09	0	0	0	0	0.104858	2.09	1.99	0.1	"No"	0	0	0.1	4	5.5683445037611
"CH"	264	7	0	2.13	0.37	0	1	0	0.283886	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"MM"	265	7	0	2.13	0.37	0	1	0	0.427109	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"MM"	267	4	1	2.09	0.1	0	0	0	0.341687	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.58724865840025
"MM"	270	4	1	2.09	0.1	0	0	0	0.27335	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.59842195899838
"MM"	272	7	0	2.13	0	0	0	0	0.21868	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.605802066296
"CH"	234	7	0	1.99	0	0.4	1	0	0.5	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4553211153577
"MM"	243	1	0	1.99	0	0.8	0	1	0.6	1.19	1.86	-0.67	"No"	0.40201	0	0.13	1	5.49306144334055
"MM"	257	4	1	2.29	0	0.4	0	1	0.48	1.89	1.99	-0.1	"No"	0.174672	0	0.3	4	5.54907608489522
"MM"	261	1	0	1.99	0	0	0	0	0.384	1.99	1.76	0.23	"No"	0	0	0.23	1	5.56452040732269
"CH"	265	1	0	1.99	0	0.1	0	0	0.3072	1.89	1.76	0.13	"No"	0.050251	0	0.23	1	5.57972982598622
"MM"	275	1	1	2.13	0	0.74	0	1	0.44576	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61677109766657
"MM"	243	1	0	1.99	0	0.8	0	1	0.6	1.19	1.86	-0.67	"No"	0.40201	0	0.13	1	5.49306144334055
"CH"	251	1	0	2.09	0	0	0	0	0.48	2.09	1.76	0.33	"No"	0	0	0.33	1	5.52545293913178
"CH"	256	1	0	2.18	0	0	0	0	0.584	2.18	1.76	0.42	"No"	0	0	0.42	1	5.54517744447956
"CH"	257	1	0	2.18	0	0	0	0	0.6672	2.18	1.76	0.42	"No"	0	0	0.42	1	5.54907608489522
"CH"	258	1	0	2.18	0	0	0	0	0.73376	2.18	1.76	0.42	"No"	0	0	0.42	1	5.55295958492162
"CH"	261	1	0	1.99	0	0	0	0	0.787008	1.99	1.76	0.23	"No"	0	0	0.23	1	5.56452040732269
"CH"	266	1	0	1.99	0	0.1	0	0	0.829606	1.89	1.86	0.03	"No"	0.050251	0	0.13	1	5.5834963087817
"MM"	275	1	1	2.13	0	0.74	0	1	0.863685	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61677109766657
"CH"	233	7	0	1.99	0	0.4	1	0	0.524608	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	256	7	0	2.18	0	0	0	0	0.619686	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54517744447956
"MM"	260	3	1	2.09	0	0	0	0	0.695749	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56068163101553
"MM"	262	2	0	2.18	0	0.6	0	1	0.556599	1.58	1.86	-0.28	"No"	0.275229	0	0.32	2	5.5683445037611
"MM"	263	2	0	2.18	0	0	0	1	0.445279	2.18	1.86	0.32	"No"	0	0	0.32	2	5.57215403217776
"CH"	264	7	0	2.13	0.37	0	1	0	0.356224	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	267	2	0	2.18	0	0.4	0	1	0.484979	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.58724865840025
"CH"	268	2	0	2.18	0	0	0	1	0.587983	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59098698051086
"MM"	271	3	1	2.09	0.1	0.4	1	0	0.670386	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"CH"	272	2	0	2.18	0	0.06	0	0	0.536309	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.605802066296
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.629047	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	275	7	1	2.13	0	0.54	1	0	0.703238	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.61677109766657
"MM"	275	2	1	2.18	0	0.8	0	1	0.56259	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	277	3	1	2.09	0.2	0.4	0	0	0.450072	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	3	5.62401750618734
"MM"	246	2	1	2.09	0	0	0	0	0.48	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50533153593236
"CH"	227	4	0	1.79	0	0	0	1	0.48	1.79	1.79	0	"No"	0	0	0	4	5.4249500174814
"CH"	228	7	0	1.69	0	0	0	0	0.584	1.69	1.69	0	"Yes"	0	0	0	0	5.42934562895444
"CH"	255	7	0	2.18	0	0	0	0	0.6672	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54126354515843
"CH"	265	7	0	2.13	0.37	0	1	0	0.73376	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	267	7	0	2.13	0	0	1	0	0.787008	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"CH"	269	7	0	2.13	0.27	0	1	0	0.829606	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	271	7	0	2.13	0	0	0	0	0.863685	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.6021188208797
"CH"	272	7	0	2.13	0	0	0	0	0.890948	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.605802066296
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.912758	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.5	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	275	2	1	2.18	0	0.8	0	1	0.6	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	276	7	1	2.13	0	0.54	0	1	0.48	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.62040086571715
"CH"	277	7	1	2.13	0.5	0	0	1	0.384	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"MM"	246	7	0	2.09	0	0	0	0	0.256	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.50533153593236
"CH"	253	7	0	2.09	0.1	0	0	0	0.4	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.53338948872752
"CH"	266	7	0	2.13	0.37	0	1	0	0.52	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.5834963087817
"CH"	266	7	0	2.13	0.37	0	1	0	0.616	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.5834963087817
"CH"	267	7	0	2.13	0	0	1	0	0.6928	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"CH"	269	7	0	2.13	0.27	0	1	0	0.75424	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.803392	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"CH"	253	2	1	2.09	0.13	0	0	0	0.6	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.53338948872752
"CH"	255	2	1	2.18	0.13	0	0	0	0.68	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54126354515843
"CH"	264	2	0	2.18	0	0	0	0	0.584	2.18	1.86	0.32	"No"	0	0	0.32	2	5.57594910314632
"CH"	235	3	0	2.09	0	0	0	0	0.5	2.09	1.79	0.3	"No"	0	0	0.3	3	5.45958551414416
"CH"	236	3	0	2.09	0	0	0	0	0.6	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46383180502561
"CH"	237	2	0	1.99	0	0	0	0	0.68	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46806014113513
"CH"	238	2	0	1.99	0	0	0	0	0.744	1.99	1.75	0.24	"No"	0	0	0.24	2	5.47227067367148
"CH"	239	3	0	2.23	0	0	0	0	0.7952	2.23	1.79	0.44	"No"	0	0	0.44	3	5.47646355193151
"CH"	240	2	0	1.99	0	0.3	0	1	0.83616	1.69	1.75	-0.06	"No"	0.150754	0	0.24	2	5.48063892334199
"CH"	241	3	0	2.23	0	0	0	0	0.868928	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"CH"	242	2	0	1.99	0.16	0.3	0	1	0.895142	1.69	1.59	0.1	"No"	0.150754	0.091429	0.24	2	5.48893772615669
"CH"	245	3	1	2.23	0	0	0	0	0.916114	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50125821054473
"CH"	246	3	1	2.23	0	0	0	0	0.5	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50533153593236
"MM"	267	3	1	2.09	0.1	0	0	0	0.6	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.58724865840025
"MM"	232	2	0	1.69	0	0	1	0	0.5	1.69	1.69	0	"No"	0	0	0	2	5.44673737166631
"MM"	262	2	0	2.18	0	0.6	0	1	0.4	1.58	1.86	-0.28	"No"	0.275229	0	0.32	2	5.5683445037611
"MM"	267	2	0	2.18	0	0.4	0	1	0.32	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.58724865840025
"MM"	274	2	1	2.18	0	0.8	0	1	0.256	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61312810638807
"MM"	276	7	1	2.13	0	0.54	0	1	0.2048	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.62040086571715
"CH"	229	3	0	1.79	0	0	0	0	0.4	1.79	1.79	0	"No"	0	0	0	3	5.43372200355424
"CH"	232	3	0	2.09	0	0	0	0	0.52	2.09	1.79	0.3	"No"	0	0	0.3	3	5.44673737166631
"CH"	235	3	0	2.09	0	0	0	0	0.616	2.09	1.79	0.3	"No"	0	0	0.3	3	5.45958551414416
"CH"	240	3	0	2.23	0	0	0	0	0.6928	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48063892334199
"CH"	244	3	1	2.23	0	0	0	0	0.75424	2.23	1.99	0.24	"No"	0	0	0.24	3	5.4971682252932
"CH"	248	3	1	2.23	0	0	0	0	0.803392	2.23	1.99	0.24	"No"	0	0	0.24	3	5.51342874616498
"CH"	249	3	1	2.23	0	0	0	0	0.842714	2.23	1.99	0.24	"No"	0	0	0.24	3	5.51745289646471
"CH"	252	3	1	2.23	0	0	0	0	0.874171	2.23	1.99	0.24	"No"	0	0	0.24	3	5.52942908751142
"CH"	255	3	1	2.29	0	0	0	0	0.899337	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54126354515843
"CH"	258	3	1	2.29	0	0	0	0	0.919469	2.29	1.99	0.3	"No"	0	0	0.3	3	5.55295958492162
"CH"	260	3	1	2.09	0	0	0	0	0.935575	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56068163101553
"CH"	263	3	1	2.09	0	0	0	0	0.94846	2.09	1.99	0.1	"No"	0	0	0.1	3	5.57215403217776
"CH"	266	3	1	2.09	0.1	0	0	0	0.958768	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.5834963087817
"CH"	269	3	1	2.09	0.1	0	0	0	0.967015	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59471137960184
"CH"	271	3	1	2.09	0.1	0.4	1	0	0.973612	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"CH"	274	3	1	2.09	0	0.4	0	0	0.978889	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.61312810638807
"CH"	276	3	1	2.09	0.2	0.4	0	0	0.983112	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	3	5.62040086571715
"CH"	278	3	1	2.09	0.2	0	0	0	0.986489	2.09	1.89	0.2	"No"	0	0.095694	0	3	5.62762111369064
"CH"	231	2	0	1.69	0.3	0	1	0	0.5	1.69	1.39	0.3	"No"	0	0.177515	0	2	5.44241771052179
"CH"	257	2	0	2.18	0	0	0	0	0.6	2.18	1.86	0.32	"No"	0	0	0.32	2	5.54907608489522
"CH"	259	2	0	2.18	0	0.4	0	1	0.68	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.55682806169954
"MM"	275	2	1	2.18	0	0.8	0	1	0.744	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	241	1	0	1.99	0	0.3	0	1	0.5	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48479693349065
"MM"	277	7	1	2.13	0.5	0	0	1	0.4	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"MM"	262	1	0	1.99	0	0.4	0	1	0.5	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.5683445037611
"MM"	263	1	0	1.99	0	0.4	0	1	0.4	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.57215403217776
"CH"	242	3	1	2.23	0	0	0	0	0.6	2.23	1.99	0.24	"No"	0	0	0.24	3	5.48893772615669
"CH"	247	2	1	2.09	0	0	0	0	0.68	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50938833662798
"CH"	250	2	1	2.09	0	0	0	0	0.744	2.09	1.89	0.2	"No"	0	0	0.2	2	5.52146091786225
"CH"	236	7	0	1.99	0	0.4	0	0	0.6	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46383180502561
"MM"	236	2	0	1.99	0	0	0	0	0.68	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46383180502561
"CH"	237	7	0	1.99	0	0.4	0	0	0.544	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46806014113513
"CH"	238	4	0	2.09	0	0	0	0	0.6352	2.09	1.79	0.3	"No"	0	0	0.3	4	5.47227067367148
"CH"	239	2	0	1.99	0	0.3	0	1	0.70816	1.69	1.75	-0.06	"No"	0.150754	0	0.24	2	5.47646355193151
"CH"	254	7	0	2.18	0	0	0	0	0.766528	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"CH"	263	7	0	2.13	0.27	0	0	0	0.813222	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.57215403217776
"CH"	264	7	0	2.13	0.37	0	1	0	0.850578	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	266	4	1	2.09	0.1	0	0	0	0.880462	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.5834963087817
"CH"	259	7	0	2.18	0	0	0	0	0.32	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"MM"	274	7	0	2.13	0.47	0.54	1	0	0.5	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.4	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"CH"	259	7	0	2.18	0	0	0	0	0.5	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.6	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	228	3	0	1.79	0	0	0	0	0.26624	1.79	1.79	0	"No"	0	0	0	3	5.42934562895444
"MM"	231	2	0	1.69	0.3	0	1	0	0.212992	1.69	1.39	0.3	"No"	0	0.177515	0	2	5.44241771052179
"MM"	232	2	0	1.69	0	0	1	0	0.170394	1.69	1.69	0	"No"	0	0	0	2	5.44673737166631
"MM"	234	2	0	1.99	0	0	0	0	0.136315	1.99	1.69	0.3	"No"	0	0	0.3	2	5.4553211153577
"MM"	235	2	0	1.99	0	0	0	0	0.109052	1.99	1.69	0.3	"No"	0	0	0.3	2	5.45958551414416
"MM"	236	2	0	1.99	0	0	0	0	0.087242	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46383180502561
"MM"	236	7	0	1.99	0	0.4	0	0	0.069793	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.46383180502561
"MM"	238	2	0	1.99	0	0	0	0	0.055835	1.99	1.75	0.24	"No"	0	0	0.24	2	5.47227067367148
"MM"	239	2	0	1.99	0	0.3	0	1	0.044668	1.69	1.75	-0.06	"No"	0.150754	0	0.24	2	5.47646355193151
"CH"	241	1	0	1.99	0	0.3	0	1	0.035734	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48479693349065
"MM"	245	2	1	2.09	0	0	0	0	0.228587	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50125821054473
"CH"	251	2	1	2.09	0.13	0	0	0	0.18287	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.52545293913178
"CH"	258	7	0	2.18	0	0	0	0	0.346296	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55295958492162
"MM"	275	1	1	2.13	0	0.74	0	1	0.477037	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61677109766657
"MM"	276	1	1	2.13	0	0	0	1	0.381629	2.13	1.99	0.14	"No"	0	0	0.14	1	5.62040086571715
"CH"	233	7	0	1.99	0	0.4	1	0	0.5	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	270	7	0	2.13	0.27	0	1	0	0.6	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59842195899838
"MM"	245	2	1	2.09	0	0	0	0	0.5	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50125821054473
"CH"	278	7	1	2.13	0	0	0	0	0.4	2.13	2.06	0.07	"Yes"	0	0	0.07	0	5.62762111369064
"CH"	230	4	0	1.79	0	0	0	0	0.6672	1.79	1.79	0	"No"	0	0	0	4	5.4380793089232
"CH"	253	1	0	2.09	0	0	0	0	0.5	2.09	1.76	0.33	"No"	0	0	0.33	1	5.53338948872752
"CH"	266	7	0	2.13	0.37	0	1	0	0.6	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.5834963087817
"MM"	227	4	0	1.79	0	0	0	1	0.4	1.79	1.79	0	"No"	0	0	0	4	5.4249500174814
"MM"	233	7	0	1.99	0	0.4	1	0	0.4	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	277	7	1	2.13	0.5	0	0	1	0.32	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"MM"	247	1	0	2.09	0	0	0	0	0.5	2.09	1.86	0.23	"No"	0	0	0.23	1	5.50938833662798
"MM"	253	1	0	2.09	0	0	0	0	0.4	2.09	1.76	0.33	"No"	0	0	0.33	1	5.53338948872752
"MM"	236	3	0	2.09	0	0	0	0	0.077677	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46383180502561
"CH"	237	3	0	2.09	0	0	0	0	0.062142	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46806014113513
"MM"	240	3	0	2.23	0	0	0	0	0.249713	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48063892334199
"CH"	255	3	1	2.29	0	0	0	0	0.199771	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54126354515843
"MM"	256	3	1	2.29	0	0	0	0	0.359817	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54517744447956
"CH"	270	3	1	2.09	0.1	0	0	0	0.287853	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59842195899838
"CH"	230	7	0	1.99	0	0	0	1	0.6	1.99	1.69	0.3	"Yes"	0	0	0.3	0	5.4380793089232
"CH"	250	7	0	2.09	0	0	0	0	0.5	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.52146091786225
"CH"	272	7	0	2.13	0	0	0	0	0.6	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.605802066296
"CH"	254	7	0	2.18	0	0	0	0	0.5	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"CH"	255	7	0	2.18	0	0	0	0	0.6	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54126354515843
"CH"	258	7	0	2.18	0	0	0	0	0.68	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55295958492162
"CH"	260	7	0	2.13	0	0.24	0	0	0.744	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	263	7	0	2.13	0.27	0	0	0	0.7952	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.57215403217776
"CH"	264	7	0	2.13	0.37	0	1	0	0.83616	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	265	7	0	2.13	0.37	0	1	0	0.868928	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	272	7	0	2.13	0	0	0	0	0.895142	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.605802066296
"CH"	231	1	0	1.69	0.3	0.2	1	0	0.5	1.49	1.39	0.1	"No"	0.118343	0.177515	0	1	5.44241771052179
"MM"	234	7	0	1.99	0	0.4	1	0	0.6	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4553211153577
"CH"	251	7	0	2.09	0.1	0	0	0	0.48	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.52545293913178
"CH"	253	7	0	2.09	0.1	0	0	0	0.584	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.53338948872752
"CH"	254	7	0	2.18	0	0	0	0	0.6672	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"CH"	254	7	0	2.18	0	0	0	0	0.73376	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"CH"	255	7	0	2.18	0	0	0	0	0.787008	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54126354515843
"CH"	256	7	0	2.18	0	0	0	0	0.829606	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54517744447956
"CH"	257	7	0	2.18	0	0	0	0	0.863685	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54907608489522
"CH"	258	7	0	2.18	0	0	0	0	0.890948	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55295958492162
"CH"	259	7	0	2.18	0	0	0	0	0.912758	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	259	7	0	2.18	0	0	0	0	0.930207	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	260	7	0	2.13	0	0.24	0	0	0.944165	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	260	7	0	2.13	0	0.24	0	0	0.955332	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	261	7	0	2.13	0	0.24	0	0	0.964266	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56452040732269
"CH"	262	7	0	2.13	0	0	0	0	0.971413	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.5683445037611
"CH"	262	7	0	2.13	0	0	0	0	0.97713	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.5683445037611
"CH"	264	7	0	2.13	0.37	0	1	0	0.981704	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	265	7	0	2.13	0.37	0	1	0	0.985363	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	266	1	0	1.99	0	0.1	0	0	0.988291	1.89	1.86	0.03	"No"	0.050251	0	0.13	1	5.5834963087817
"CH"	267	7	0	2.13	0	0	1	0	0.990633	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"CH"	269	7	0	2.13	0.27	0	1	0	0.992506	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	277	7	1	2.13	0.5	0	0	1	0.994005	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"MM"	251	7	0	2.09	0.1	0	0	0	0.6	2.09	1.76	0.33	"Yes"	0	0.053763	0.23	0	5.52545293913178
"CH"	233	7	0	1.99	0	0.4	1	0	0.2048	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"CH"	259	7	0	2.18	0	0	0	0	0.36384	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	259	7	0	2.18	0	0	0	0	0.491072	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	260	7	0	2.13	0	0.24	0	0	0.592858	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"CH"	262	7	0	2.13	0	0	0	0	0.674286	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.5683445037611
"CH"	262	7	0	2.13	0	0	0	0	0.739429	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.5683445037611
"CH"	264	1	0	1.99	0	0.4	0	0	0.791543	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.57594910314632
"CH"	265	1	0	1.99	0	0.1	0	0	0.833234	1.89	1.76	0.13	"No"	0.050251	0	0.23	1	5.57972982598622
"CH"	267	7	0	2.13	0	0	1	0	0.866588	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"CH"	269	7	0	2.13	0.27	0	1	0	0.89327	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	270	1	0	2.18	0	0	0	0	0.914616	2.18	1.86	0.32	"No"	0	0	0.32	1	5.59842195899838
"CH"	271	1	0	2.18	0	0	0	0	0.931693	2.18	1.86	0.32	"No"	0	0	0.32	1	5.6021188208797
"CH"	272	1	0	2.18	0	0	0	0	0.945354	2.18	1.86	0.32	"No"	0	0	0.32	1	5.605802066296
"CH"	272	1	0	2.18	0	0	0	0	0.956283	2.18	1.86	0.32	"No"	0	0	0.32	1	5.605802066296
"CH"	273	7	0	2.13	0	0.54	0	0	0.965027	1.59	1.86	-0.27	"Yes"	0.253521	0	0.27	0	5.60947179518496
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.972021	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	242	2	0	1.99	0.16	0.3	0	1	0.4	1.69	1.59	0.1	"No"	0.150754	0.091429	0.24	2	5.48893772615669
"CH"	256	2	1	2.18	0.13	0	0	0	0.32	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54517744447956
"MM"	260	2	0	2.18	0	0.7	0	0	0.456	1.48	1.86	-0.38	"No"	0.321101	0	0.32	2	5.56068163101553
"CH"	246	3	1	2.23	0	0	0	0	0.5	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50533153593236
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.6	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	242	1	0	1.99	0	0.3	0	1	0.3072	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48893772615669
"CH"	239	3	0	2.23	0	0	0	0	0.813222	2.23	1.79	0.44	"No"	0	0	0.44	3	5.47646355193151
"CH"	241	3	0	2.23	0	0	0	0	0.850578	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"CH"	244	3	1	2.23	0	0	0	0	0.880462	2.23	1.99	0.24	"No"	0	0	0.24	3	5.4971682252932
